Timestamp,Emotion
2024-08-05 16:29:27,Neutral
2024-08-05 16:29:27,Neutral
2024-08-05 16:29:29,Neutral
2024-08-05 16:29:30,Neutral
2024-08-05 16:29:31,Neutral
2024-08-05 16:29:33,Sad
2024-08-05 16:29:33,Neutral
2024-08-05 16:29:34,Neutral
2024-08-05 16:29:34,Neutral
2024-08-05 16:29:34,Neutral
2024-08-05 16:29:34,Neutral
2024-08-05 16:29:34,Neutral
2024-08-05 16:29:35,Neutral
2024-08-05 16:29:35,Neutral
2024-08-05 16:29:35,Neutral
2024-08-05 16:29:35,Neutral
2024-08-05 16:29:35,Neutral
2024-08-05 16:29:35,Neutral
2024-08-05 16:29:36,Neutral
2024-08-05 16:29:36,Neutral
2024-08-05 16:29:36,Neutral
2024-08-05 16:29:37,Neutral
2024-08-05 16:29:38,Happy
2024-08-05 16:29:41,Sad
2024-08-05 16:29:41,Sad
2024-08-05 16:29:42,Happy
2024-08-05 16:29:44,Happy
2024-08-05 16:29:45,Happy
2024-08-05 16:29:45,Happy
2024-08-05 16:29:45,Happy
