Timestamp,Emotion
2024-08-05 16:21:54,Neutral
2024-08-05 16:21:55,Neutral
2024-08-05 16:21:55,Neutral
2024-08-05 16:21:55,Neutral
2024-08-05 16:21:56,Neutral
2024-08-05 16:21:56,Neutral
2024-08-05 16:21:56,Neutral
2024-08-05 16:21:56,Neutral
2024-08-05 16:21:56,Neutral
2024-08-05 16:21:57,Neutral
2024-08-05 16:21:57,Neutral
2024-08-05 16:21:57,Neutral
2024-08-05 16:21:58,Neutral
2024-08-05 16:22:00,Neutral
2024-08-05 16:22:00,Neutral
2024-08-05 16:22:00,Neutral
2024-08-05 16:22:01,Neutral
2024-08-05 16:22:02,Neutral
2024-08-05 16:22:02,Neutral
2024-08-05 16:22:02,Neutral
2024-08-05 16:22:02,Neutral
2024-08-05 16:22:02,Neutral
2024-08-05 16:22:02,Neutral
2024-08-05 16:22:02,Neutral
2024-08-05 16:22:03,Neutral
2024-08-05 16:22:03,Neutral
2024-08-05 16:22:03,Neutral
2024-08-05 16:22:03,Neutral
2024-08-05 16:22:04,Neutral
2024-08-05 16:22:04,Neutral
2024-08-05 16:22:04,Neutral
2024-08-05 16:22:04,Neutral
2024-08-05 16:22:04,Neutral
2024-08-05 16:22:04,Neutral
2024-08-05 16:22:05,Neutral
2024-08-05 16:22:05,Neutral
2024-08-05 16:22:05,Neutral
2024-08-05 16:22:05,Neutral
2024-08-05 16:22:05,Neutral
2024-08-05 16:22:05,Neutral
2024-08-05 16:22:06,Neutral
2024-08-05 16:22:06,Neutral
2024-08-05 16:22:06,Neutral
2024-08-05 16:22:06,Neutral
